,mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,date,won
4530,240,240,39,92,0.424,9,33,0.273,16,23,0.696,9,22,31,20,7,8,11,19,103,0.504,0.473,0.359,0.25,18.8,57.9,36,51.3,7.1,15.7,9.7,100,105.1,135.7,10,15,0.667,5,7,1,8,11,1,3,8,9,8,1,2,3,4,25,-3,0.833,0.833,0.6,1.375,10.1,31.5,15.7,45.1,2.8,7,27.3,31.7,138,146,IND,103,0,1,240,240,50,93,0.538,21,42,0.5,12,17,0.706,16,39,55,34,8,9,14,22,133,0.662,0.651,0.452,0.183,42.1,81.3,64,68,8.2,15.3,12.2,100,135.7,105.1,12,15,0.8,5,9,0.75,4,6,1,9,7,16,6,3,3,3,5,30,40,1.1,1.1,1,0.667,49.5,30.5,38.9,39.5,6.4,10.6,40,42.4,187,115,MEM,133,1,2022,3/24/2022,FALSE
4531,240,240,50,93,0.538,21,42,0.5,12,17,0.706,16,39,55,34,8,9,14,22,133,0.662,0.651,0.452,0.183,42.1,81.3,64,68,8.2,15.3,12.2,100,135.7,105.1,12,15,0.8,5,9,0.75,4,6,1,9,7,16,6,3,3,3,5,30,40,1.1,1.1,1,0.667,49.5,30.5,38.9,39.5,6.4,10.6,40,42.4,187,115,MEM,133,1,0,240,240,39,92,0.424,9,33,0.273,16,23,0.696,9,22,31,20,7,8,11,19,103,0.504,0.473,0.359,0.25,18.8,57.9,36,51.3,7.1,15.7,9.7,100,105.1,135.7,10,15,0.667,5,7,1,8,11,1,3,8,9,8,1,2,3,4,25,-3,0.833,0.833,0.6,1.375,10.1,31.5,15.7,45.1,2.8,7,27.3,31.7,138,146,IND,103,0,2022,3/24/2022,TRUE
4532,240,240,43,92,0.467,11,38,0.289,5,9,0.556,12,29,41,25,9,1,11,17,102,0.531,0.527,0.413,0.098,24.5,87.9,50,58.1,9.4,2.2,10.3,100,106.7,119.3,8,16,1,3,10,1,3,4,1,4,8,9,6,3,1,3,5,17,21,1.125,1.125,0.714,0.333,14.1,36.3,17.4,42.3,5.1,6.7,46.6,25.9,225,125,WAS,102,0,1,240,240,42,81,0.519,16,35,0.457,14,16,0.875,4,37,41,23,5,2,15,17,114,0.647,0.617,0.432,0.198,12.1,75.5,50,54.8,5.2,3.7,14.6,100,119.3,106.7,10,18,0.8,5,7,1,5,6,1,1,11,12,10,1,1,6,4,24,15,1.011,1,1,0.75,6.4,36.9,24,53.4,3.8,3.2,24.5,34.7,174,111,MIL,114,1,2022,3/24/2022,FALSE
4533,240,240,42,81,0.519,16,35,0.457,14,16,0.875,4,37,41,23,5,2,15,17,114,0.647,0.617,0.432,0.198,12.1,75.5,50,54.8,5.2,3.7,14.6,100,119.3,106.7,10,18,0.8,5,7,1,5,6,1,1,11,12,10,1,1,6,4,24,15,1.011,1,1,0.75,6.4,36.9,24,53.4,3.8,3.2,24.5,34.7,174,111,MIL,114,1,0,240,240,43,92,0.467,11,38,0.289,5,9,0.556,12,29,41,25,9,1,11,17,102,0.531,0.527,0.413,0.098,24.5,87.9,50,58.1,9.4,2.2,10.3,100,106.7,119.3,8,16,1,3,10,1,3,4,1,4,8,9,6,3,1,3,5,17,21,1.125,1.125,0.714,0.333,14.1,36.3,17.4,42.3,5.1,6.7,46.6,25.9,225,125,WAS,102,0,2022,3/24/2022,TRUE
4534,240,240,40,78,0.513,14,34,0.412,15,19,0.789,4,29,33,25,5,4,15,24,109,0.631,0.603,0.436,0.244,10.8,74.4,43.4,62.5,5.2,7.4,14.8,100,114,131.7,12,23,0.667,5,11,0.667,11,13,1,1,9,9,6,2,2,5,6,39,6,0.833,0.833,1,1,8.5,34.9,17.9,100,3.2,5.6,25.8,40.2,235,139,CHI,109,0,1,240,240,41,83,0.494,12,29,0.414,32,34,0.941,10,33,43,23,10,2,10,17,126,0.643,0.566,0.349,0.41,25.6,89.2,56.6,56.1,10.5,4.5,9.3,100,131.7,114,10,20,0.667,5,7,1,9,9,1,3,16,19,7,3,1,5,6,30,28,0.94,0.875,0.6,1,18.1,60.2,34.8,34.5,5.1,6,25.5,32.2,197,121,NOP,126,1,2022,3/24/2022,FALSE
4535,240,240,41,83,0.494,12,29,0.414,32,34,0.941,10,33,43,23,10,2,10,17,126,0.643,0.566,0.349,0.41,25.6,89.2,56.6,56.1,10.5,4.5,9.3,100,131.7,114,10,20,0.667,5,7,1,9,9,1,3,16,19,7,3,1,5,6,30,28,0.94,0.875,0.6,1,18.1,60.2,34.8,34.5,5.1,6,25.5,32.2,197,121,NOP,126,1,0,240,240,40,78,0.513,14,34,0.412,15,19,0.789,4,29,33,25,5,4,15,24,109,0.631,0.603,0.436,0.244,10.8,74.4,43.4,62.5,5.2,7.4,14.8,100,114,131.7,12,23,0.667,5,11,0.667,11,13,1,1,9,9,6,2,2,5,6,39,6,0.833,0.833,1,1,8.5,34.9,17.9,100,3.2,5.6,25.8,40.2,235,139,CHI,109,0,2022,3/24/2022,TRUE
4536,240,240,37,79,0.468,12,30,0.4,18,22,0.818,9,27,36,24,4,3,13,14,104,0.586,0.544,0.38,0.278,25,67.5,47.4,64.9,4.5,5.8,12.8,100,117,131.6,7,18,1,3,6,0.75,6,6,1,3,7,10,10,2,3,4,4,20,2,1.042,1,0.625,1,12.1,75.8,39.9,44.2,3.3,7.1,20,85.9,214,140,CLE,104,0,1,240,240,42,89,0.472,16,37,0.432,17,19,0.895,13,27,40,26,9,5,8,22,117,0.601,0.562,0.416,0.213,32.5,75,52.6,61.9,10.1,10.2,7.6,100,131.6,117,12,20,1,6,8,0.857,5,5,1,5,7,8,8,3,2,2,5,35,19,1,1,1,0.444,75.8,27.9,39.9,36.9,5.8,5.3,25,34.2,214,127,TOR,117,1,2022,3/24/2022,FALSE
4537,240,240,42,89,0.472,16,37,0.432,17,19,0.895,13,27,40,26,9,5,8,22,117,0.601,0.562,0.416,0.213,32.5,75,52.6,61.9,10.1,10.2,7.6,100,131.6,117,12,20,1,6,8,0.857,5,5,1,5,7,8,8,3,2,2,5,35,19,1,1,1,0.444,75.8,27.9,39.9,36.9,5.8,5.3,25,34.2,214,127,TOR,117,1,0,240,240,37,79,0.468,12,30,0.4,18,22,0.818,9,27,36,24,4,3,13,14,104,0.586,0.544,0.38,0.278,25,67.5,47.4,64.9,4.5,5.8,12.8,100,117,131.6,7,18,1,3,6,0.75,6,6,1,3,7,10,10,2,3,4,4,20,2,1.042,1,0.625,1,12.1,75.8,39.9,44.2,3.3,7.1,20,85.9,214,140,CLE,104,0,2022,3/24/2022,TRUE
4538,240,240,43,90,0.478,14,41,0.341,10,13,0.769,14,33,47,27,4,1,16,22,110,0.575,0.556,0.456,0.144,30.4,73.3,51.6,62.8,4.2,1.9,14.3,100,115,126.6,14,26,0.857,9,16,0.563,4,4,1,4,6,8,10,2,1,5,5,37,11,0.888,0.857,0.615,1,14.1,22.3,17.6,37.2,3.4,2.3,53.6,31.7,153,133,GSW,110,0,1,240,240,46,89,0.517,14,37,0.378,15,19,0.789,12,32,44,27,11,4,11,18,121,0.621,0.596,0.416,0.213,26.7,69.6,48.4,58.7,11.5,8.2,10.2,100,126.6,115,12,20,0.818,5,12,1,5,5,1,5,8,13,15,3,2,3,4,33,16,0.868,0.818,1,1,17.2,27,22.1,58.9,5.3,11.5,100,28.5,187,121,ATL,121,1,2022,3/25/2022,FALSE
4539,240,240,46,89,0.517,14,37,0.378,15,19,0.789,12,32,44,27,11,4,11,18,121,0.621,0.596,0.416,0.213,26.7,69.6,48.4,58.7,11.5,8.2,10.2,100,126.6,115,12,20,0.818,5,12,1,5,5,1,5,8,13,15,3,2,3,4,33,16,0.868,0.818,1,1,17.2,27,22.1,58.9,5.3,11.5,100,28.5,187,121,ATL,121,1,0,240,240,43,90,0.478,14,41,0.341,10,13,0.769,14,33,47,27,4,1,16,22,110,0.575,0.556,0.456,0.144,30.4,73.3,51.6,62.8,4.2,1.9,14.3,100,115,126.6,14,26,0.857,9,16,0.563,4,4,1,4,6,8,10,2,1,5,5,37,11,0.888,0.857,0.615,1,14.1,22.3,17.6,37.2,3.4,2.3,53.6,31.7,153,133,GSW,110,0,2022,3/25/2022,TRUE
4540,240,240,38,84,0.452,17,47,0.362,8,11,0.727,9,29,38,25,7,2,11,16,101,0.568,0.554,0.56,0.131,23.7,64.4,45.8,65.8,8.1,3.7,11,100,116.3,123.2,10,21,1,4,11,1,3,3,1,3,17,19,7,3,1,6,4,26,4,1.127,1.125,1,0.5,13.5,48.5,29.4,38.5,5.3,2.5,21.5,37.7,166,131,UTA,101,0,1,240,240,41,88,0.466,13,34,0.382,12,17,0.706,16,29,45,26,7,3,9,17,107,0.56,0.54,0.386,0.193,35.6,76.3,54.2,63.4,8.1,8.1,8.6,100,123.2,116.3,9,22,1,5,9,0.625,4,6,1,4,7,11,5,2,2,3,4,26,15,1,1,0.667,2,26.2,54.2,39,28.7,7.5,7.9,34.7,33.4,214,123,CHO,107,1,2022,3/25/2022,FALSE
4541,240,240,41,88,0.466,13,34,0.382,12,17,0.706,16,29,45,26,7,3,9,17,107,0.56,0.54,0.386,0.193,35.6,76.3,54.2,63.4,8.1,8.1,8.6,100,123.2,116.3,9,22,1,5,9,0.625,4,6,1,4,7,11,5,2,2,3,4,26,15,1,1,0.667,2,26.2,54.2,39,28.7,7.5,7.9,34.7,33.4,214,123,CHO,107,1,0,240,240,38,84,0.452,17,47,0.362,8,11,0.727,9,29,38,25,7,2,11,16,101,0.568,0.554,0.56,0.131,23.7,64.4,45.8,65.8,8.1,3.7,11,100,116.3,123.2,10,21,1,4,11,1,3,3,1,3,17,19,7,3,1,6,4,26,4,1.127,1.125,1,0.5,13.5,48.5,29.4,38.5,5.3,2.5,21.5,37.7,166,131,UTA,101,0,2022,3/25/2022,TRUE
4542,240,240,36,83,0.434,9,30,0.3,19,21,0.905,5,40,45,23,6,7,17,15,100,0.542,0.488,0.361,0.253,11.6,80,48.4,63.9,5.8,11.1,15.6,100,97,94.1,11,22,0.667,3,8,1,5,7,1,2,10,10,6,2,2,4,4,30,9,0.931,0.75,0.625,2,6.9,35.4,19,53.1,3.2,5,40,36.7,145,99,WAS,100,0,1,240,240,39,95,0.411,6,32,0.188,13,14,0.929,10,38,48,19,9,8,15,20,97,0.479,0.442,0.337,0.147,20,88.4,51.6,48.7,8.7,15.1,12.9,100,94.1,97,11,22,0.625,2,8,1,5,5,1,3,6,8,9,2,3,4,4,25,3,0.694,0.625,0.727,1,8.2,26.6,16.4,51.5,3.6,9.8,33.3,33.1,154,104,DET,97,1,2022,3/25/2022,TRUE
4543,240,240,39,95,0.411,6,32,0.188,13,14,0.929,10,38,48,19,9,8,15,20,97,0.479,0.442,0.337,0.147,20,88.4,51.6,48.7,8.7,15.1,12.9,100,94.1,97,11,22,0.625,2,8,1,5,5,1,3,6,8,9,2,3,4,4,25,3,0.694,0.625,0.727,1,8.2,26.6,16.4,51.5,3.6,9.8,33.3,33.1,154,104,DET,97,1,0,240,240,36,83,0.434,9,30,0.3,19,21,0.905,5,40,45,23,6,7,17,15,100,0.542,0.488,0.361,0.253,11.6,80,48.4,63.9,5.8,11.1,15.6,100,97,94.1,11,22,0.667,3,8,1,5,7,1,2,10,10,6,2,2,4,4,30,9,0.931,0.75,0.625,2,6.9,35.4,19,53.1,3.2,5,40,36.7,145,99,WAS,100,0,2022,3/25/2022,FALSE
4544,240,240,43,92,0.467,15,35,0.429,21,24,0.875,12,40,52,23,12,8,11,18,122,0.595,0.549,0.38,0.261,28.6,81.6,57.1,53.5,12.1,13.3,9.7,100,122.9,97.7,9,19,0.833,4,9,1,11,11,1,5,14,15,7,3,2,4,3,29,28,0.945,0.917,1,0.733,39,40.2,32.4,69.7,23.9,13.2,33.3,38.7,195,109,PHI,122,0,1,240,240,34,85,0.4,8,25,0.32,21,25,0.84,9,30,39,19,7,7,16,18,97,0.505,0.447,0.294,0.294,18.4,71.4,42.9,55.9,7,12.3,14.3,100,97.7,122.9,9,15,0.625,3,6,0.667,6,7,1,4,5,9,6,2,3,4,4,21,1,0.722,0.7,0.8,1,17.2,25,20.8,43.6,4,10.4,29.1,28.8,137,131,LAC,97,1,2022,3/25/2022,TRUE
4545,240,240,34,85,0.4,8,25,0.32,21,25,0.84,9,30,39,19,7,7,16,18,97,0.505,0.447,0.294,0.294,18.4,71.4,42.9,55.9,7,12.3,14.3,100,97.7,122.9,9,15,0.625,3,6,0.667,6,7,1,4,5,9,6,2,3,4,4,21,1,0.722,0.7,0.8,1,17.2,25,20.8,43.6,4,10.4,29.1,28.8,137,131,LAC,97,1,0,240,240,43,92,0.467,15,35,0.429,21,24,0.875,12,40,52,23,12,8,11,18,122,0.595,0.549,0.38,0.261,28.6,81.6,57.1,53.5,12.1,13.3,9.7,100,122.9,97.7,9,19,0.833,4,9,1,11,11,1,5,14,15,7,3,2,4,3,29,28,0.945,0.917,1,0.733,39,40.2,32.4,69.7,23.9,13.2,33.3,38.7,195,109,PHI,122,0,2022,3/25/2022,FALSE
4546,240,240,36,82,0.439,17,50,0.34,22,28,0.786,17,25,42,23,8,2,11,24,111,0.588,0.543,0.61,0.341,38.6,75.8,54.5,63.9,9.4,5.4,10.4,100,129.7,120.4,6,17,1,3,10,0.5,8,8,1,6,5,8,5,2,1,5,4,23,19,1,1,1,1.2,33.6,27.5,19.2,45.9,6.5,6,25,34.3,173,126,NYK,111,0,1,240,240,35,70,0.5,12,33,0.364,21,25,0.84,8,27,35,18,6,3,15,25,103,0.636,0.586,0.471,0.357,24.2,61.4,45.5,51.4,7,9.4,15.6,100,120.4,129.7,11,17,0.857,3,10,1,7,8,1,3,6,9,7,2,1,4,6,30,6,1,1,0.909,1,13.7,20.5,17.6,43.8,4,5.3,34,33.1,191,138,MIA,103,1,2022,3/25/2022,TRUE
4547,240,240,35,70,0.5,12,33,0.364,21,25,0.84,8,27,35,18,6,3,15,25,103,0.636,0.586,0.471,0.357,24.2,61.4,45.5,51.4,7,9.4,15.6,100,120.4,129.7,11,17,0.857,3,10,1,7,8,1,3,6,9,7,2,1,4,6,30,6,1,1,0.909,1,13.7,20.5,17.6,43.8,4,5.3,34,33.1,191,138,MIA,103,1,0,240,240,36,82,0.439,17,50,0.34,22,28,0.786,17,25,42,23,8,2,11,24,111,0.588,0.543,0.61,0.341,38.6,75.8,54.5,63.9,9.4,5.4,10.4,100,129.7,120.4,6,17,1,3,10,0.5,8,8,1,6,5,8,5,2,1,5,4,23,19,1,1,1,1.2,33.6,27.5,19.2,45.9,6.5,6,25,34.3,173,126,NYK,111,0,2022,3/25/2022,FALSE
4548,240,240,35,90,0.389,10,43,0.233,15,19,0.789,10,35,45,21,4,5,10,19,95,0.483,0.444,0.478,0.211,20.4,85.4,50,60,4.2,9.6,9.2,100,99.1,121,8,18,1,5,11,1,3,5,1,4,10,10,8,1,2,3,5,24,4,1,1,0.727,2,11.8,33,15,42.7,5.1,15.4,34,28,200,127,DAL,95,0,1,240,240,43,84,0.512,11,32,0.344,19,24,0.792,6,39,45,26,4,2,9,21,116,0.613,0.577,0.381,0.286,14.6,79.6,50,60.5,4.2,4.3,8.7,100,121,99.1,7,16,0.8,3,6,1,4,6,1,2,7,9,8,1,1,2,4,20,24,0.901,0.938,1,1.2,34.5,34.4,18.7,37.3,2.2,15.1,25,27.7,173,108,MIN,116,1,2022,3/25/2022,FALSE
4549,240,240,43,84,0.512,11,32,0.344,19,24,0.792,6,39,45,26,4,2,9,21,116,0.613,0.577,0.381,0.286,14.6,79.6,50,60.5,4.2,4.3,8.7,100,121,99.1,7,16,0.8,3,6,1,4,6,1,2,7,9,8,1,1,2,4,20,24,0.901,0.938,1,1.2,34.5,34.4,18.7,37.3,2.2,15.1,25,27.7,173,108,MIN,116,1,0,240,240,35,90,0.389,10,43,0.233,15,19,0.789,10,35,45,21,4,5,10,19,95,0.483,0.444,0.478,0.211,20.4,85.4,50,60,4.2,9.6,9.2,100,99.1,121,8,18,1,5,11,1,3,5,1,4,10,10,8,1,2,3,5,24,4,1,1,0.727,2,11.8,33,15,42.7,5.1,15.4,34,28,200,127,DAL,95,0,2022,3/25/2022,TRUE
4550,240,240,43,83,0.518,19,45,0.422,20,23,0.87,9,28,37,27,12,3,14,22,125,0.671,0.633,0.542,0.277,26.5,68.3,49.3,62.8,12.5,4.6,13.1,100,130.3,110.5,9,16,0.75,5,10,0.75,4,5,1,3,11,11,7,3,1,6,5,23,22,0.85,0.85,1,1,20.7,48.4,26.4,45.1,6.4,3.2,58.1,26.1,157,119,HOU,125,0,1,240,240,43,85,0.506,3,20,0.15,17,23,0.739,13,25,38,28,6,3,17,21,106,0.557,0.524,0.235,0.271,31.7,73.5,50.7,65.1,6.3,7.9,15.2,100,110.5,130.3,9,13,0.75,2,7,0.5,6,6,1,3,4,7,7,2,1,3,3,19,13,0.785,0.75,1,1.2,17,22.6,15.8,48.8,5.2,5.3,28.2,24.2,130,135,POR,106,1,2022,3/25/2022,TRUE
4551,240,240,43,85,0.506,3,20,0.15,17,23,0.739,13,25,38,28,6,3,17,21,106,0.557,0.524,0.235,0.271,31.7,73.5,50.7,65.1,6.3,7.9,15.2,100,110.5,130.3,9,13,0.75,2,7,0.5,6,6,1,3,4,7,7,2,1,3,3,19,13,0.785,0.75,1,1.2,17,22.6,15.8,48.8,5.2,5.3,28.2,24.2,130,135,POR,106,1,0,240,240,43,83,0.518,19,45,0.422,20,23,0.87,9,28,37,27,12,3,14,22,125,0.671,0.633,0.542,0.277,26.5,68.3,49.3,62.8,12.5,4.6,13.1,100,130.3,110.5,9,16,0.75,5,10,0.75,4,5,1,3,11,11,7,3,1,6,5,23,22,0.85,0.85,1,1,20.7,48.4,26.4,45.1,6.4,3.2,58.1,26.1,157,119,HOU,125,0,2022,3/25/2022,FALSE
4552,240,240,36,75,0.48,5,21,0.238,21,25,0.84,6,31,37,23,6,1,13,21,98,0.57,0.513,0.28,0.333,16.2,67.4,44.6,63.9,6.7,2,13.1,100,108.7,104.3,8,17,0.833,2,7,1,7,8,1,2,8,9,7,2,1,4,5,25,18,0.854,0.833,0.667,0.75,20.9,29.4,18.6,27.4,4.3,2.6,40,32.2,184,110,CHI,98,0,1,240,240,34,82,0.415,7,31,0.226,19,27,0.704,15,31,46,17,7,3,13,23,94,0.501,0.457,0.378,0.329,32.6,83.8,55.4,50,7.8,5.6,12.2,100,104.3,108.7,9,22,1,1,7,1,9,11,1,3,8,11,5,2,1,3,6,28,8,1.136,1.25,1,1,9.7,33.5,19.9,22.5,3.3,5.2,50,29.4,241,113,CLE,94,1,2022,3/26/2022,TRUE
4553,240,240,34,82,0.415,7,31,0.226,19,27,0.704,15,31,46,17,7,3,13,23,94,0.501,0.457,0.378,0.329,32.6,83.8,55.4,50,7.8,5.6,12.2,100,104.3,108.7,9,22,1,1,7,1,9,11,1,3,8,11,5,2,1,3,6,28,8,1.136,1.25,1,1,9.7,33.5,19.9,22.5,3.3,5.2,50,29.4,241,113,CLE,94,1,0,240,240,36,75,0.48,5,21,0.238,21,25,0.84,6,31,37,23,6,1,13,21,98,0.57,0.513,0.28,0.333,16.2,67.4,44.6,63.9,6.7,2,13.1,100,108.7,104.3,8,17,0.833,2,7,1,7,8,1,2,8,9,7,2,1,4,5,25,18,0.854,0.833,0.667,0.75,20.9,29.4,18.6,27.4,4.3,2.6,40,32.2,184,110,CHI,98,0,2022,3/26/2022,FALSE
4554,240,240,39,84,0.464,14,36,0.389,15,16,0.938,5,31,36,29,8,5,16,19,107,0.588,0.548,0.429,0.19,11.9,75.6,43.4,74.4,8,9.3,14.9,100,107.7,113.7,6,15,0.857,4,10,1,6,6,1,3,5,7,6,3,2,5,4,20,4,0.857,0.857,0.909,0.75,14,25.8,16.5,31,5.7,7.2,24.2,29.2,159,121,OKC,107,0,1,240,240,41,85,0.482,8,31,0.258,23,24,0.958,10,37,47,33,11,5,15,19,113,0.591,0.529,0.365,0.282,24.4,88.1,56.6,80.5,11.1,10.4,13.6,100,113.7,107.7,13,17,0.867,2,7,0.667,9,10,1,4,10,12,8,3,2,3,4,35,24,0.902,0.867,1,2,35.8,35,35.4,47.5,5.3,5.7,34.7,27.8,164,117,DEN,113,1,2022,3/26/2022,FALSE
4555,240,240,41,85,0.482,8,31,0.258,23,24,0.958,10,37,47,33,11,5,15,19,113,0.591,0.529,0.365,0.282,24.4,88.1,56.6,80.5,11.1,10.4,13.6,100,113.7,107.7,13,17,0.867,2,7,0.667,9,10,1,4,10,12,8,3,2,3,4,35,24,0.902,0.867,1,2,35.8,35,35.4,47.5,5.3,5.7,34.7,27.8,164,117,DEN,113,1,0,240,240,39,84,0.464,14,36,0.389,15,16,0.938,5,31,36,29,8,5,16,19,107,0.588,0.548,0.429,0.19,11.9,75.6,43.4,74.4,8,9.3,14.9,100,107.7,113.7,6,15,0.857,4,10,1,6,6,1,3,5,7,6,3,2,5,4,20,4,0.857,0.857,0.909,0.75,14,25.8,16.5,31,5.7,7.2,24.2,29.2,159,121,OKC,107,0,2022,3/26/2022,TRUE
4556,240,240,37,93,0.398,7,32,0.219,21,26,0.808,14,32,46,19,4,7,13,21,102,0.488,0.435,0.344,0.28,26.9,66.7,46,51.4,4,10.8,11.1,100,101.7,126.6,11,20,0.8,2,5,1,8,10,1,8,9,11,5,2,4,5,4,30,-4,0.9,0.9,1,2,36,31.8,25.7,37,4.4,10.4,25,38.2,150,135,MIL,102,0,1,240,240,49,102,0.48,13,37,0.351,16,23,0.696,16,38,54,30,10,9,8,19,127,0.566,0.544,0.363,0.225,33.3,73.1,54,61.2,10,14.8,6.7,100,126.6,101.7,9,19,1,6,9,0.667,6,6,1,6,6,11,10,3,2,2,5,24,18,1,1,1,0.444,24.8,29.5,24.5,39.1,6.6,23.4,19.4,30.8,200,114,MEM,127,1,2022,3/26/2022,FALSE
4557,240,240,49,102,0.48,13,37,0.351,16,23,0.696,16,38,54,30,10,9,8,19,127,0.566,0.544,0.363,0.225,33.3,73.1,54,61.2,10,14.8,6.7,100,126.6,101.7,9,19,1,6,9,0.667,6,6,1,6,6,11,10,3,2,2,5,24,18,1,1,1,0.444,24.8,29.5,24.5,39.1,6.6,23.4,19.4,30.8,200,114,MEM,127,1,0,240,240,37,93,0.398,7,32,0.219,21,26,0.808,14,32,46,19,4,7,13,21,102,0.488,0.435,0.344,0.28,26.9,66.7,46,51.4,4,10.8,11.1,100,101.7,126.6,11,20,0.8,2,5,1,8,10,1,8,9,11,5,2,4,5,4,30,-4,0.9,0.9,1,2,36,31.8,25.7,37,4.4,10.4,25,38.2,150,135,MIL,102,0,2022,3/26/2022,TRUE
4558,240,240,39,83,0.47,11,33,0.333,21,26,0.808,11,29,40,26,15,5,13,22,110,0.582,0.536,0.398,0.313,25,82.9,50.6,66.7,15.5,12.2,12.1,100,113.8,98.3,7,14,1,5,11,0.833,9,10,1,7,5,11,6,3,2,5,4,23,22,1,1,1,1,42.7,37.9,37.4,30.6,7,12.9,34.2,34.1,205,110,BRK,110,0,1,240,240,33,75,0.44,10,34,0.294,19,26,0.731,6,33,39,20,7,5,21,23,95,0.55,0.507,0.453,0.347,17.1,75,49.4,60.6,7.2,10,19.5,100,98.3,113.8,5,14,0.625,3,6,1,4,6,1,2,8,9,6,3,2,5,4,14,19,0.85,0.813,1,1.5,11.4,54.9,34.4,46,4.7,8,32.6,28.6,162,121,MIA,95,1,2022,3/26/2022,TRUE
4559,240,240,33,75,0.44,10,34,0.294,19,26,0.731,6,33,39,20,7,5,21,23,95,0.55,0.507,0.453,0.347,17.1,75,49.4,60.6,7.2,10,19.5,100,98.3,113.8,5,14,0.625,3,6,1,4,6,1,2,8,9,6,3,2,5,4,14,19,0.85,0.813,1,1.5,11.4,54.9,34.4,46,4.7,8,32.6,28.6,162,121,MIA,95,1,0,240,240,39,83,0.47,11,33,0.333,21,26,0.808,11,29,40,26,15,5,13,22,110,0.582,0.536,0.398,0.313,25,82.9,50.6,66.7,15.5,12.2,12.1,100,113.8,98.3,7,14,1,5,11,0.833,9,10,1,7,5,11,6,3,2,5,4,23,22,1,1,1,1,42.7,37.9,37.4,30.6,7,12.9,34.2,34.1,205,110,BRK,110,0,2022,3/26/2022,FALSE
4560,240,240,39,92,0.424,7,26,0.269,22,25,0.88,16,33,49,22,4,6,10,17,107,0.519,0.462,0.283,0.272,34.8,73.3,53.8,56.4,4.4,10.3,8.8,100,116.6,112.2,9,19,0.6,3,5,0.75,7,8,1,5,10,11,13,3,3,3,3,21,17,0.714,0.714,1,0.667,17.9,26.4,19.2,45.1,3.9,8.2,21.6,25.8,158,121,SAS,107,0,1,240,240,40,90,0.444,10,32,0.313,13,19,0.684,12,30,42,23,4,11,8,19,103,0.524,0.5,0.356,0.211,26.7,65.2,46.2,57.5,4.4,16.7,7.5,100,112.2,116.6,12,25,1,4,10,1,4,5,1,5,6,11,6,2,3,3,4,32,12,0.868,1,0.7,1.333,18.1,28.1,19.9,35.1,3.3,11.7,25.8,34.1,192,127,NOP,103,1,2022,3/26/2022,TRUE
4561,240,240,40,90,0.444,10,32,0.313,13,19,0.684,12,30,42,23,4,11,8,19,103,0.524,0.5,0.356,0.211,26.7,65.2,46.2,57.5,4.4,16.7,7.5,100,112.2,116.6,12,25,1,4,10,1,4,5,1,5,6,11,6,2,3,3,4,32,12,0.868,1,0.7,1.333,18.1,28.1,19.9,35.1,3.3,11.7,25.8,34.1,192,127,NOP,103,1,0,240,240,39,92,0.424,7,26,0.269,22,25,0.88,16,33,49,22,4,6,10,17,107,0.519,0.462,0.283,0.272,34.8,73.3,53.8,56.4,4.4,10.3,8.8,100,116.6,112.2,9,19,0.6,3,5,0.75,7,8,1,5,10,11,13,3,3,3,3,21,17,0.714,0.714,1,0.667,17.9,26.4,19.2,45.1,3.9,8.2,21.6,25.8,158,121,SAS,107,0,2022,3/26/2022,FALSE
